District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea
Jamui,Jamui,50.0,50.0,2022-07-23,4.0,Manual_PuddledRandom,2022-07-28,2022-08-25,4.0,5.0,Boring,Electric,1000.0,3.0,7.0,1.0,Broadcasting,3.0,0.45454545454545,4.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-01-28,hand,28.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True
Jamui,Jamui,5.0,5.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-29,2022-07-25,6.0,3.0,Boring,Electric,300.0,2.0,3.0,45.0,placeholder,2.0,6.0,6.0,Broadcasting,6.0,30.0,4.0,30.0,Broadcasting,hand,2022-11-10,400.0,2022-12-22,machine,27.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,placeholder,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,36.0,26.0,2022-07-14,2.0,Broadcasting,placeholder,2022-07-17,1.0,3.0,Boring,Electric,100.0,4.0,6.5,12.0,SoilApplied,3.0,8.0,8.0,Broadcasting,7.0,28.0,7.0,56.0,Broadcasting,hand,2022-12-10,100.0,2023-01-14,hand,26.0,10.0,plowed_in_soil,0.1875,True,False,True,False,placeholder,placeholder,placeholder,True,False,placeholder,placeholder,placeholder,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Nalanda,Noorsarai,60.0,60.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-05,2022-07-25,3.0,10.0,Canal,Diesel,500.0,8.0,22.0,3.0,Broadcasting,2.0,50.0,50.0,Broadcasting,50.0,45.0,16.0,45.0,Broadcasting,hand,2022-11-15,3600.0,2023-01-10,machine,22.0,10.0,plowed_in_soil,0.5625,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
Jamui,Jamui,5.0,5.0,2022-07-29,4.0,Manual_PuddledRandom,2022-06-28,2022-07-31,12.0,6.0,Boring,Electric,600.0,2.0,8781718781174.0,2.0,placeholder,2.0,12.0,12.0,Broadcasting,12.0,29.0,6.0,3528.0,Broadcasting,hand,2022-10-26,300.0,2022-12-15,machine,26.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,False,False,placeholder,placeholder,placeholder,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-23,2022-07-28,1.0,3.0,Boring,Electric,750.0,2.0,20000.0,2.0,SoilApplied,3.0,10.0,12.0,SoilApplied,20.0,21.0,20.0,45.0,Broadcasting,hand,2022-11-05,800.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Garoul,20.0,20.0,2022-07-13,6.0,Manual_PuddledRandom,2022-06-10,2022-07-17,2.0,20.0,Boring,Diesel,2000.0,2.0,1029.0,2000.0,SoilApplied,1.0,20.0,25.0,SoilApplied,40.0,6.0,2000.0,551426.0,placeholder,hand,2022-10-04,2000.0,2022-10-19,hand,26.0,10.0,plowed_in_soil,0.9090909090909092,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,placeholder,placeholder,placeholder,True
Vaishali,Mahua,5.0,1.0,2022-06-29,3.0,Manual_PuddledRandom,2022-06-10,2022-07-02,1.0,25.0,Boring,Electric,60.0,1.0,1.0,1.0,SoilApplied,3.0,1.0,1.0,Broadcasting,1.0,1.0,1.0,60.0,Broadcasting,hand,2022-10-08,200.0,2022-10-20,hand,25.0,10.0,plowed_in_soil,0.0454545454545454,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,100.0,100.0,2022-07-17,5.0,Manual_PuddledRandom,2022-06-24,2022-07-20,2.0,7.0,Boring,Electric,210.0,3.0,2.0,1.0,SoilApplied,2.0,22.0,8.0,Broadcasting,22.0,45.0,8.201402240778688,100.0,Broadcasting,hand,2022-11-24,1400.0,2022-12-08,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,200.0,120.0,2022-07-08,5.0,Manual_PuddledRandom,2022-06-26,2022-07-11,2.0,10.0,Boring,Electric,300.0,5.0,3.0,100.0,SoilApplied,2.0,40.0,20.0,Broadcasting,20.0,45.0,20.0,10.0,Broadcasting,hand,2022-11-18,1800.0,2022-12-09,machine,25.0,10.0,plowed_in_soil,0.625,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,36.0,32.0,2022-07-14,6.0,Manual_PuddledRandom,2022-06-28,2022-08-05,2.0,3.0,Boring,Electric,120.0,4.0,3.0,4.0,SoilApplied,2.0,9.0,8.0,SoilApplied,18.0,18.0,6.0,45.0,Broadcasting,hand,2022-11-26,600.0,2023-01-07,machine,25.0,10.0,plowed_in_soil,0.28125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,54.0,54.0,2022-06-17,4.0,LineSowingAfterTillage,2022-06-21,2022-07-26,2.0,4.0,Canal,Electric,140.0,4.0,80.0,18.0,SoilApplied,2.0,14.0,7.0,Broadcasting,15.0,36.0,12.0,56.0,Broadcasting,machine,2022-11-25,120.0,2022-11-27,hand,28.0,40.0,plowed_in_soil,0.21875,False,False,True,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,40.0,40.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-28,2022-07-22,2.0,4.0,Boring,Electric,240.0,2.0,1.0,12.0,placeholder,2.0,12.0,24.0,Broadcasting,24.0,25.0,24.0,40.0,Broadcasting,hand,2022-11-18,100.0,2022-11-30,machine,23.0,10.0,plowed_in_soil,0.375,False,False,True,False,True,False,False,True,True,False,True,True,placeholder,False,placeholder,False,placeholder,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,15.0,10.0,2022-06-23,4.0,Manual_PuddledRandom,2022-06-03,2022-07-01,2.0,2.0,Boring,Electric,300.0,1.0,5.0,2.0,SoilApplied,3.0,12.0,7.0,Broadcasting,12.0,26.0,8.0,60.0,Broadcasting,hand,2022-11-03,800.0,2022-11-18,machine,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Wazirganj,20.0,20.0,2022-07-03,4.0,Manual_PuddledRandom,2022-06-28,2022-07-19,2.0,4.0,Boring,Electric,50.0,3.0,50.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,10.0,60.0,Broadcasting,hand,2022-11-05,100.0,2022-11-26,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,22.0,22.0,2022-07-17,5.0,Manual_PuddledRandom,2022-06-27,2022-07-19,2.0,5.0,Boring,Electric,125.0,4.0,12.0,1.0,SoilApplied,2.0,10.0,10.0,Broadcasting,20.0,39.0,5.0,61.0,Broadcasting,hand,2022-12-29,3.0,2023-01-20,machine,24.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,30.0,30.0,2022-07-24,4.0,Manual_PuddledLine,2022-07-05,2022-07-30,4.0,2.0,Canal,placeholder,200.0,5.0,2.0,1.0,SoilApplied,3.0,5.0,,Broadcasting,7.0,24.0,5.0,68.0,Broadcasting,hand,2022-12-17,130.0,2022-12-20,hand,25.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,True,False,False,True,True,placeholder,False,False,placeholder,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,60.0,60.0,2022-06-15,6.0,Broadcasting,2022-06-19,2022-07-31,1.0,6.0,Boring,Electric,120.0,2.0,1.0,1.0,Broadcasting,2.0,6.0,5.144536363637028e+17,Broadcasting,6.0,26.0,2.1855,85.0,Broadcasting,hand,2022-12-15,700.0,2022-12-25,hand,25.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,False,placeholder,False,placeholder,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-03,2022-07-06,2.0,2.0,Boring,Diesel,500.0,2.0,50.0,3.0,SoilApplied,3.0,15.0,8.0,Broadcasting,15.0,27.0,10.0,60.0,Broadcasting,hand,2022-11-05,1000.0,2022-11-20,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-07-05,5.0,Manual_PuddledRandom,2022-07-10,2022-08-05,2.0,2.0,Boring,Electric,300.0,2.0,4.0,5.0,SoilApplied,3.0,4.0,1.0,SoilApplied,4.0,40.0,4.0,70.0,Broadcasting,hand,2022-11-08,400.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,32.0,16.0,2022-07-24,4.0,Manual_PuddledLine,2022-07-02,2022-07-29,1.0,5.0,Boring,Diesel,500.0,3.0,,3.0,SoilApplied,3.0,13.0,,Broadcasting,15.0,23.0,15.0,65.0,Broadcasting,hand,2022-12-09,1200.0,2022-12-28,hand,22.0,10.0,plowed_in_soil,0.6818181818181818,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,20.0,18.0,2022-07-25,4.0,Manual_PuddledRandom,2022-07-10,2022-08-04,2.0,4.0,Boring,Electric,500.0,2.0,4.0,4.0,SoilApplied,2.0,10.0,0.18518226318752,Broadcasting,15.0,28.0,11.0,76.0,Broadcasting,hand,2022-11-08,1200.0,2022-11-18,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,13.0,13.0,2022-07-27,4.0,Manual_PuddledRandom,2022-06-29,2022-07-29,8.0,4.0,Boring,Electric,400.0,2.0,28.0,2.0,SoilApplied,2.0,8.0,8.0,Broadcasting,8.0,30.0,4.0,58.0,Broadcasting,hand,2022-11-17,1150.0,2023-01-08,machine,26.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,placeholder,placeholder,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,45.0,40.0,2022-07-09,6.0,Manual_PuddledRandom,2022-06-17,2022-07-11,1.0,5.0,Boring,Electric,200.0,2.0,6.0,15.0,SoilApplied,2.0,12.0,1.0440363611363643,Broadcasting,14.0,23.0,5.0,51.0,Broadcasting,hand,2022-11-25,560.0,2023-03-16,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,20.0,19.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-18,2022-07-11,1.0,4.0,Boring,Electric,80.0,6.0,3.0,1.0,Broadcasting,1.0,8.0,18.0,Broadcasting,10.0,2.0,5851807857578.0,1.0,placeholder,hand,2022-10-18,800.0,2022-11-04,machine,25.0,10.0,plowed_in_soil,0.25,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder
Nalanda,Rajgir,48.0,48.0,2022-06-23,4.0,LineSowingAfterTillage,2022-06-25,2022-07-19,2.0,3.0,Boring,Electric,100.0,4.0,9.0,10.0,SoilApplied,2.0,10.0,5.0,Broadcasting,10.0,38.0,5.0,85.0,Broadcasting,machine,2022-12-02,720.0,2022-12-04,machine,28.0,40.0,plowed_in_soil,0.15625,True,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,False,placeholder,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,10.0,10.0,2022-06-08,4.0,Manual_PuddledRandom,2022-07-10,2022-08-04,2.0,3.0,Boring,Electric,300.0,1.0,4.0,4.0,SoilApplied,2.0,8.0,,Broadcasting,15.0,30.0,21.0,45.0,Broadcasting,hand,2022-11-10,600.0,2022-11-23,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,30.0,30.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-22,2022-07-26,2.0,12.0,Boring,Electric,300.0,2.0,6.0,70.0,SoilApplied,2.0,15.0,30.0,Broadcasting,30.0,30.0,542.0,6.1,Broadcasting,hand,2022-11-20,90.0,2023-01-28,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,placeholder,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,50.0,50.0,2022-07-16,5.0,Manual_PuddledRandom,2022-07-01,2022-07-18,2.0,8.0,Boring,Electric,240.0,4.0,1.0,100.0,SoilApplied,2.0,30.0,15.0,Broadcasting,22.0,45.0,18.28,8.0,Broadcasting,hand,2022-11-22,1200.0,2022-12-04,machine,22.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,60.0,60.0,2022-06-24,4.0,Broadcasting,2022-06-20,2022-07-17,3.0,6.0,Boring,Electric,160.0,4.0,7.0,7.0,placeholder,2.0,16.0,8.0,Broadcasting,16.0,34.0,11.0,64.0,Broadcasting,machine,2022-11-29,1231.0,2022-11-30,hand,26.0,40.0,plowed_in_soil,0.25,True,False,False,False,True,False,False,True,True,False,placeholder,placeholder,True,placeholder,placeholder,False,True,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,20.0,10.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-01,2022-07-11,2.0,2.0,Boring,Diesel,400.0,2.0,50.0,2.0,SoilApplied,3.0,12.0,800.0,Broadcasting,12.0,20.0,8.0,65.0,Broadcasting,hand,2022-11-03,800.0,2022-11-19,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,25.0,10.0,2022-07-19,3.0,Manual_PuddledRandom,2022-06-22,2022-07-20,3.0,8.0,Boring,Electric,200.0,2.0,100.0,40.0,Broadcasting,2.0,15.0,15.0,Broadcasting,15.0,15.0,12.0,40.0,Broadcasting,machine,2022-11-18,160.0,2022-11-18,machine,27.0,40.0,plowed_in_soil,0.3125,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,20.0,20.0,2022-06-24,6.0,Manual_PuddledLine,2022-06-25,2022-07-10,2.0,20.0,Boring,Diesel,2000.0,2.0,40.0,200.0,SoilApplied,2.0,40.0,30.0,SoilApplied,30.0,20.0,30.0,60.0,Broadcasting,hand,2022-10-20,1800.0,2022-10-30,hand,22.0,10.0,plowed_in_soil,0.9090909090909092,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
Nalanda,Rajgir,23.0,23.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-27,2022-07-17,2.0,5.0,Boring,Electric,150.0,4.0,1.0,1.0,SoilApplied,2.0,15.0,11.0,Broadcasting,22.0,45.0,7.309213341301243e+17,56.0,Broadcasting,hand,2022-12-04,1200.0,2023-01-03,machine,25.0,10.0,plowed_in_soil,0.34375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,60.0,50.0,2022-07-02,5.0,Manual_PuddledRandom,2022-06-09,2022-07-03,1.0,8.0,Boring,Electric,150.0,5.0,1.0,100.0,Broadcasting,1.0,15.0,30.0,Broadcasting,12.0,2.0,763.0,104546.0,placeholder,hand,2022-10-18,1500.0,2022-10-30,hand,22.0,10.0,plowed_in_soil,0.46875,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder
Nalanda,Rajgir,42.0,42.0,2022-06-26,4.0,LineSowingAfterTillage,2022-06-26,2022-07-29,6.0,3.0,Canal,Electric,100.0,4.0,13.0,5.0,Broadcasting,2.0,12.0,6.0,Broadcasting,12.0,43.0,7.0,52.0,Broadcasting,machine,2022-11-24,100.0,2022-11-25,hand,28.0,40.0,plowed_in_soil,0.1875,True,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,True,False,False,placeholder,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,25.0,20.0,2022-07-28,5.0,Manual_PuddledRandom,2022-07-09,2022-07-30,2.0,5.0,Rainfed,placeholder,5.0,3.0,1.0,1085016315854052.0,SoilApplied,2.0,15.0,5.0,Broadcasting,15.0,45.0,23.0,90.0,Broadcasting,hand,2022-11-11,900.0,2022-12-08,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,80.0,56.0,2022-07-22,4.0,Manual_PuddledLine,2022-07-03,2022-08-03,1.0,9.0,Boring,Diesel,800.0,3.0,100.0,5.0,SoilApplied,3.0,35.0,5.0,Broadcasting,30.0,25.0,28.0,65.0,Broadcasting,hand,2022-12-01,2500.0,2022-12-16,hand,21.0,10.0,plowed_in_soil,1.363636363636364,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,5.0,4.0,2022-07-12,5.0,Manual_PuddledRandom,2022-07-14,2022-08-10,1.0,3.0,Boring,Electric,450.0,3.0,100.9,5.0,SoilApplied,3.0,7.0,8.18631375,SoilApplied,6.0,35.0,6.0,70.0,Broadcasting,hand,2022-11-16,400.0,2022-11-24,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Jamui,Jamui,75.0,45.0,2022-06-29,2.0,Manual_PuddledRandom,2022-07-10,2022-08-02,4.0,9.0,Boring,Electric,3000.0,1.0,4.0,4.0,Broadcasting,2.0,10.0,10.0,Broadcasting,8167520.0,459.045012752,1907812011312.0,518.0,Broadcasting,hand,2022-11-26,3000.0,2023-01-23,machine,27.0,10.0,plowed_in_soil,2.045454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Jamui,Jamui,25.0,20.0,2022-06-30,3.0,Manual_PuddledRandom,2022-07-07,2022-08-24,3.0,5.0,Boring,Electric,400.0,1.0,3.0,3.0,Broadcasting,2.0,16.0,16.0,Broadcasting,15.0,15.0,25.0,21.0,Broadcasting,hand,2022-11-21,300.0,2023-02-14,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,10.0,10.0,2022-07-30,6.0,Manual_PuddledRandom,2022-06-17,2022-08-01,1.0,3.0,Boring,Electric,80.0,3.0,1.0,1.0,SoilApplied,2.0,4.0,0.1851852962593681,SoilApplied,4.0,45.0,3.0,1.0,Broadcasting,hand,2022-12-05,480.0,2022-12-31,machine,30.0,10.0,plowed_in_soil,0.1481481481481481,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,25.0,20.0,2022-07-22,4.0,Manual_PuddledRandom,2022-07-02,2022-07-25,2.0,12.0,Boring,Electric,250.0,3.0,30.0,2.0,SoilApplied,3.0,13.0,12.13,Broadcasting,13.0,26.0,13.0,65.0,Broadcasting,hand,2022-12-01,1200.0,2022-12-22,hand,21.0,10.0,plowed_in_soil,0.5909090909090909,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,15.0,15.0,2022-06-27,8.0,Manual_PuddledRandom,2022-06-25,2022-07-27,2.0,2.0,Boring,Electric,80.0,3.0,1.0,1.0,SoilApplied,3.0,5.0,4.0454542961481454,Broadcasting,4.0,22.0,4.0,45.0,Broadcasting,hand,2022-11-14,120.0,2022-12-22,machine,25.0,10.0,plowed_in_soil,0.1481481481481481,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,28.0,13.0,2022-07-22,4.0,Manual_PuddledRandom,2022-07-03,2022-07-28,2.0,3.0,Boring,Diesel,350.0,2.0,3.15,3.0,SoilApplied,3.0,12.0,4.181229,Broadcasting,13.0,23.0,13.0,65.0,Broadcasting,hand,2022-12-01,1200.0,2022-12-22,hand,21.0,10.0,plowed_in_soil,0.5909090909090909,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,20.0,8.0,2022-07-23,3.0,Manual_PuddledRandom,2022-06-25,2022-07-24,2.0,5.0,Boring,Electric,320.0,8.0,7.0,6.0,placeholder,2.0,15.0,10.0,Broadcasting,12.0,48.0,8.0,8.0,Broadcasting,hand,2022-11-08,220.0,2022-12-02,hand,26.0,10.0,plowed_in_soil,0.25,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,22.0,22.0,2022-07-26,3.0,Manual_PuddledRandom,2022-06-30,2022-07-30,4.0,2.0,Boring,Electric,400.0,11.0,6023.0,2.0,Broadcasting,1.0,9.0,13.0,Broadcasting,8.0,32.0,10.0,60.0,placeholder,hand,2022-11-12,100.0,2022-12-29,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder
Gaya,Wazirganj,20.0,20.0,2022-07-20,4.0,Manual_PuddledRandom,2022-06-30,2022-07-21,2.0,3.0,Boring,Electric,50.0,3.0,3.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,22.0,84481171792.0,6618294414843.0,Broadcasting,hand,2022-11-01,100.0,2022-11-12,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,55.0,53.0,2022-07-13,6.0,Manual_PuddledRandom,2022-06-23,2022-07-14,2.0,10.0,Boring,Electric,500.0,4.0,6.0,1100.0,SoilApplied,2.0,27.0,70.0,SoilApplied,54.0,54.0,5614075919342995.0,30.0,Broadcasting,hand,2022-11-20,1500.0,2023-01-04,machine,24.0,10.0,plowed_in_soil,0.84375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,5.0,5.0,2022-07-14,5.0,Manual_PuddledRandom,2022-07-16,2022-08-10,2.0,3.0,Boring,Electric,450.0,3.0,503.0,6.0,SoilApplied,3.0,9.0,0.36,SoilApplied,6.0,42.0,6.0,72.0,Broadcasting,hand,2022-11-16,900.0,2022-11-23,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
